customer_id,signup_date,country,revenue ,score,email,notes,plan,age,last_login ,channel,is_active
CUST-002143-5736,"Sep 25, 2024",US,N/A,88.9,,renewal at risk,free,25,2025-07-17 12:46:00,organic,true
CUST-002144-2256,22/03/2024,poland,3810.27,66.4,,high-value lead,free,58,2024-04-15 03:43:00,email,true
CUST-002145-4502,20/04/2023,US,3996.41,66.1,,champion in finance team,free,36,2023-10-12 00:23:00,paid,false
CUST-002146-8133,"Sep 27, 2024",PL,2833.65,50.9,,renewal at risk,pro,41,2025-12-28 10:54:00,paid,true
CUST-002147-1340,2024-06-24,pl ,,70.5,,follow up next quarter,pro,35,2025-11-28 20:30:00,email,true
CUST-002148-9079,24/09/2023,DE,,65.8,,renewal at risk,enterprise,64,2024-03-27 14:00:00,organic,true
CUST-002149-1193,"Nov 25, 2023",PL,2489.74,65.6,kasia2149@mail.test,needs onboarding call,trial,39,2024-07-21 16:37:00,organic,false
CUST-002150-5079,"Nov 03, 2023",PL,4221.18,86.6,piotr2150@mail.test,expansion opportunity,enterprise,63,2024-03-24 06:45:00,referral,true
CUST-002151-7504,"Aug 31, 2023",DE,3892.73,67.8,,champion in finance team,free,43,2024-05-14 00:58:00,organic,false
CUST-002152-8241,2024-10-05,UA,1712.29,76.2,,needs onboarding call,trial,40,2024-10-11 07:42:00,organic,true
CUST-002153-3480,09/04/2023,DE,2109.05,85.4,,champion in finance team,trial,46,2023-04-12 17:28:00,organic,false
CUST-002154-5359,"Jul 07, 2023",PL,1928.31,58.7,,expansion opportunity,pro,63,2023-12-22 12:03:00,organic,true
CUST-002155-7301,"Dec 11, 2024",US,2344.26,68.9,,expansion opportunity,pro,63,2025-11-03 14:33:00,referral,false
CUST-002156-2996,03/12/2024,DE,1890.13,68.5,,high-value lead,trial,25,2025-01-09 08:16:00,social,true
CUST-002157-5996,"Oct 18, 2023",DE,406.47,74.6,lena2157@mail.test,needs onboarding call,enterprise,45,2024-08-14 03:29:00,social,false
CUST-002158-4402,2023-09-26,DE,N/A,70.6,,renewal at risk,free,31,2024-04-11 00:53:00,organic,false
CUST-002159-6720,24/07/2024,UA,1628.47,88.6,,renewal at risk,trial,53,2025-06-06 12:08:00,social,false
CUST-002160-6825,"Oct 31, 2024",DE,493.76,69.5,,renewal at risk,pro,54,2025-08-07 13:59:00,paid,true
CUST-002161-1975,"Apr 10, 2023",US,879.32,62.0,,renewal at risk,enterprise,34,2024-07-02 14:38:00,paid,true
CUST-002162-7379,24/11/2024,DE,3837.73,52.6,,renewal at risk,enterprise,25,2025-07-27 01:00:00,organic,true
CUST-002163-7681,19/04/2023,UA,1167.98,76.5,piotr2163@biz.dev,expansion opportunity,free,28,2024-01-14 10:24:00,social,true
CUST-002164-1902,01/03/2024,UA,451.97,73.7,,champion in finance team,pro,34,2025-03-16 18:42:00,paid,true
CUST-002165-9670,2023-01-07,DE,3126.57,69.6,,renewal at risk,trial,18,2023-09-02 14:12:00,referral,true
CUST-002166-8253,"Aug 27, 2024",US,3043.04,63.9,,follow up next quarter,trial,50,2025-09-14 11:02:00,paid,false
CUST-002167-5306,2023-04-23,US,4355.66,70.7,kasia2167@mail.test,expansion opportunity,trial,22,2023-08-28 02:20:00,email,true
CUST-002168-3137,20/11/2023,DE,4049.31,70.5,,expansion opportunity,trial,23,2024-03-04 01:25:00,organic,true
CUST-002169-7896,"Apr 11, 2024",DE,1700.05,77.8,,renewal at risk,enterprise,24,2024-06-17 14:58:00,social,true
CUST-002170-4107,2023-05-26,UA,4305.24,81.7,ivan2170@mail.test,high-value lead,free,36,2023-07-04 07:09:00,paid,true
CUST-002171-4897,2024-08-26,UA,949.65,74.3,,renewal at risk,free,50,2025-01-08 11:39:00,email,true
CUST-002172-4995,10/06/2024,UA,1562.63,53.1,,renewal at risk,pro,43,2025-11-22 15:01:00,organic,true
CUST-002173-8086,25/12/2024,UA,2720.77,73.4,tom2173@example.com,champion in finance team,trial,58,2025-08-05 14:46:00,social,true
CUST-002174-1986,27/05/2023,US,,71.8,,expansion opportunity,enterprise,70,2024-12-21 23:52:00,referral,true
CUST-002175-7609,27/02/2023,US,1657.59,63.8,,expansion opportunity,trial,22,2024-03-06 10:56:00,social,true
CUST-002176-9167,2023-10-16,US,4307.93,75.6,,renewal at risk,enterprise,36,2024-11-10 01:52:00,organic,true
CUST-002177-9274,11/06/2024,PL,4648.45,69.5,,expansion opportunity,free,22,2025-07-01 10:36:00,social,true
CUST-002178-5940,09/04/2024,UA,2593.74,77.8,,follow up next quarter,trial,64,2024-07-10 00:41:00,email,true
CUST-002179-7999,"May 03, 2023",US,4883.69,74.5,,follow up next quarter,trial,45,2024-06-25 10:44:00,social,true
CUST-002180-6730,2024-08-26,UA,970.03,59.4,kasia2180@corp.io,follow up next quarter,trial,27,2025-02-21 12:00:00,referral,true
CUST-002181-8547,13/02/2024,PL,3349.67,69.9,,renewal at risk,trial,54,2024-08-15 13:45:00,paid,true
CUST-002182-7125,2023-03-25,PL,3622.37,54.2,,high-value lead,trial,23,2023-12-11 05:05:00,paid,true
CUST-002183-2739,2023-03-10,UA,4876.88,70.2,,renewal at risk,trial,25,2024-02-19 21:45:00,organic,true
CUST-002184-2140,"Mar 29, 2023",DE,3003.26,70.9,anna2184@example.com,follow up next quarter,pro,63,2024-07-13 17:56:00,referral,true
CUST-002185-8216,"Jan 23, 2023",DE,3187.23,66.5,lena2185@mail.test,renewal at risk,free,49,2023-06-16 00:48:00,email,false
CUST-002186-6205,"Aug 18, 2024",DE,745.99,60.5,,expansion opportunity,free,45,2024-10-23 02:31:00,paid,false
CUST-002187-9217,2023-04-02,DE,1828.87,62.3,,renewal at risk,pro,36,2023-08-24 22:55:00,email,true
CUST-002188-9642,22/11/2023,PL,2371.26,64.3,maria2188@corp.io,champion in finance team,trial,33,2024-08-12 21:01:00,social,true
CUST-002189-8751,"Sep 04, 2023",PL,4911.90,72.2,lena2189@example.com,follow up next quarter,trial,62,2024-11-12 07:34:00,social,false
CUST-002190-5872,"Jan 26, 2023",pl ,1549.85,63.0,,follow up next quarter,trial,50,2024-05-24 12:18:00,email,false
CUST-002191-9904,"Sep 15, 2024",PL,3522.07,72.6,,renewal at risk,trial,36,2024-10-09 23:06:00,organic,true
CUST-002192-5097,24/08/2023,US,1503.45,83.5,,follow up next quarter,enterprise,30,2025-01-08 17:48:00,paid,false
CUST-002193-8916,2023-01-16,UA,3349.43,70.0,,high-value lead,free,43,2024-03-26 10:16:00,referral,true
CUST-002194-9269,2024-12-10,UA,2207.89,64.4,,champion in finance team,enterprise,50,2025-10-02 19:30:00,paid,false
CUST-002195-5041,"May 18, 2024",DE,N/A,74.9,,high-value lead,trial,70,2025-03-10 21:42:00,referral,true
CUST-002196-3909,"Oct 05, 2024",US,157.55,69.8,anna2196@biz.dev,renewal at risk,pro,24,2025-01-17 04:42:00,social,true
CUST-002197-2934,18/06/2023,DE,,77.0,,expansion opportunity,enterprise,29,2024-12-04 03:06:00,paid,true
CUST-002198-3908,2023-10-09,DE,221.07,83.1,,follow up next quarter,pro,47,2025-05-26 04:58:00,email,true
CUST-002199-1238,02/10/2024,DE,2845.56,69.6,,expansion opportunity,enterprise,72,2026-04-14 10:18:00,social,true
CUST-002200-8679,17/09/2023,PL,4704.83,70.7,lena2200@mail.test,high-value lead,trial,43,2024-01-28 17:12:00,social,true
CUST-002201-9100,2024-08-27,UA,1728.69,79.7,,follow up next quarter,pro,67,2025-02-08 10:34:00,organic,false
CUST-002202-1819,31/07/2024,UA,2043.93,60.1,,renewal at risk,enterprise,73,2025-10-09 14:22:00,referral,true
CUST-002203-5017,12/05/2023,UA,4283.25,71.3,tom2203@example.com,champion in finance team,free,40,2023-09-22 14:25:00,social,true
CUST-002204-5159,2024-02-02,PL,518.68,88.6,maria2204@example.com,expansion opportunity,pro,27,2024-08-23 11:01:00,paid,false
CUST-002205-2899,23/08/2023,US,2813.82,70.8,,renewal at risk,enterprise,22,2025-03-16 16:46:00,referral,true
CUST-002206-6638,09/01/2024,UA,N/A,79.7,,expansion opportunity,free,66,2025-08-01 06:24:00,paid,false
CUST-002207-5894,2023-02-10,DE,3664.44,56.1,,champion in finance team,pro,30,2023-06-23 04:20:00,organic,true
CUST-002208-4104,2024-11-02,US,3580.92,77.7,piotr2208@mail.test,expansion opportunity,free,64,2026-04-06 03:21:00,social,true
CUST-002209-1122,2024-01-04,DE,3958.15,74.5,kasia2209@biz.dev,renewal at risk,trial,69,2025-04-25 18:28:00,referral,false
CUST-002210-4923,2023-07-07,PL,3251.01,70.1,piotr2210@example.com,needs onboarding call,free,34,2024-01-01 16:39:00,paid,true
CUST-002211-1654,2024-02-17,DE,2895.72,74.7,,high-value lead,enterprise,24,2025-04-11 14:38:00,paid,true
CUST-002212-8890,25/02/2023,PL,4266.38,82.7,,high-value lead,pro,60,2024-03-19 15:13:00,email,false
CUST-002213-9823,2024-08-04,PL,4166.64,69.9,,champion in finance team,free,59,2024-12-04 15:44:00,organic,true
CUST-002214-5519,"Sep 30, 2023",UA,1819.60,83.5,,high-value lead,pro,75,2024-02-16 15:41:00,referral,true
CUST-002215-9322,22/01/2023,DE,3008.44,64.4,alex2215@biz.dev,follow up next quarter,enterprise,25,2023-01-24 10:29:00,organic,true
CUST-002216-1501,2023-10-16,UA,,64.5,,champion in finance team,enterprise,31,2024-08-15 13:49:00,email,true
CUST-002217-9049,"Mar 30, 2024",DE,1997.05,73.1,,high-value lead,pro,58,2024-11-05 20:12:00,organic,true
CUST-002218-9523,2024-12-20,PL,4910.16,88.0,,expansion opportunity,pro,73,2026-04-18 06:02:00,referral,true
CUST-002219-5183,2023-07-22,PL,4085.97,66.3,maria2219@corp.io,high-value lead,trial,72,2024-07-16 15:14:00,referral,true
CUST-002220-5027,2024-11-03,PL,2568.54,65.9,,champion in finance team,pro,39,2026-05-09 18:05:00,referral,true
CUST-002221-7554,2024-07-18,DE,850.15,62.3,,champion in finance team,pro,28,2025-11-21 05:58:00,email,false
CUST-002222-5786,"Apr 14, 2023",pl ,1009.82,60.4,,expansion opportunity,free,61,2024-04-10 01:23:00,email,true
CUST-002223-2660,26/06/2024,DE,2903.91,70.1,,needs onboarding call,enterprise,54,2026-02-15 10:26:00,social,true
CUST-002224-7058,"May 31, 2023",UA,4557.25,67.8,,expansion opportunity,enterprise,59,2024-07-21 06:26:00,email,true
CUST-002225-2790,2024-06-15,DE,2859.62,74.7,,renewal at risk,pro,37,2025-04-04 07:53:00,paid,true
CUST-002226-9017,"Jan 07, 2023",DE,4891.95,74.0,ivan2226@example.com,renewal at risk,trial,66,2023-03-13 20:40:00,referral,true
CUST-002227-6274,"Nov 03, 2024",UA,3627.30,65.7,kasia2227@corp.io,champion in finance team,enterprise,59,2025-10-06 22:50:00,paid,false
CUST-002228-9356,"Jul 06, 2024",DE,1347.36,74.4,,follow up next quarter,pro,30,2024-10-21 23:26:00,paid,true
CUST-002229-1793,"Apr 11, 2024",PL,4976.39,70.4,,high-value lead,free,24,2025-02-26 14:51:00,social,false
CUST-002230-4105,"Sep 01, 2023",US,4429.10,73.2,piotr2230@example.com,follow up next quarter,free,32,2023-11-02 16:45:00,paid,false
CUST-002231-4174,2024-06-16,PL,3598.76,77.2,,follow up next quarter,pro,66,2024-12-04 08:53:00,organic,false
CUST-002232-1556,20/12/2024,UA,3493.40,53.4,,expansion opportunity,free,58,2026-07-25 14:06:00,organic,true
CUST-002233-4968,2024-04-24,PL,4783.19,65.8,,expansion opportunity,free,46,2025-04-02 04:58:00,social,false
CUST-002234-1124,"Oct 06, 2024",DE,3494.67,71.4,,needs onboarding call,enterprise,46,2026-05-06 12:55:00,referral,false
CUST-002235-6965,"Aug 01, 2023",PL,3805.55,60.3,anna2235@corp.io,needs onboarding call,trial,27,2023-10-25 06:52:00,organic,true
CUST-002236-4780,2024-05-11,PL,982.19,79.5,,high-value lead,pro,43,2025-11-11 02:44:00,paid,false
CUST-002237-6653,2023-01-26,US,1325.90,68.3,tom2237@example.com,champion in finance team,trial,48,2024-05-06 21:29:00,social,true
CUST-002238-7375,11/08/2024,US,1316.81,87.3,,champion in finance team,enterprise,72,2025-11-12 21:43:00,referral,false
CUST-002239-6919,07/12/2024,US,3499.54,62.1,anna2239@corp.io,needs onboarding call,free,75,2026-02-27 07:58:00,organic,false
CUST-002240-6302,2023-11-28,PL,87.85,75.6,tom2240@biz.dev,high-value lead,trial,20,2024-07-07 09:53:00,social,true
CUST-002241-6940,11/04/2023,UA,2005.95,73.3,,renewal at risk,enterprise,41,2023-08-27 04:01:00,social,false
CUST-002242-9835,20/09/2024,DE,1993.18,69.5,,champion in finance team,pro,70,2025-10-03 20:59:00,referral,true
CUST-002243-1595,11/08/2023,DE,3655.09,75.6,,needs onboarding call,enterprise,31,2024-03-22 13:18:00,referral,false
CUST-002244-1447,2023-02-21,poland,609.66,73.0,,expansion opportunity,pro,55,2023-02-21 16:35:00,organic,false
CUST-002245-1840,26/09/2024,US,165.07,71.3,,renewal at risk,trial,53,2025-05-22 22:08:00,email,false
CUST-002246-5152,"Apr 22, 2023",PL,1096.86,74.9,,needs onboarding call,trial,30,2024-07-01 06:55:00,referral,false
CUST-002247-6245,"May 13, 2023",UA,4752.71,60.7,,expansion opportunity,pro,64,2024-09-22 02:26:00,organic,false
CUST-002248-6136,18/10/2023,PL,850.44,82.6,,expansion opportunity,pro,19,2024-02-16 05:16:00,referral,true
CUST-002249-5414,2023-10-24,PL,1527.93,87.5,,high-value lead,pro,32,2024-04-17 19:58:00,organic,true
CUST-002250-7513,2023-01-19,PL,1918.02,70.4,,high-value lead,pro,42,2024-04-17 13:34:00,referral,false
CUST-002251-6963,"Mar 14, 2024",UA,1254.45,69.5,,follow up next quarter,pro,59,2025-05-20 19:46:00,paid,true
CUST-002252-5278,2024-01-27,UA,N/A,81.1,,needs onboarding call,enterprise,57,2025-09-11 02:05:00,referral,true
CUST-002253-6592,2023-11-07,PL,2815.39,73.9,,needs onboarding call,free,44,2024-03-05 10:27:00,email,true
CUST-002254-3702,2024-04-01,US,3351.41,78.5,,renewal at risk,pro,32,2025-05-20 12:20:00,organic,true
CUST-002255-6979,2023-12-21,US,3522.13,83.3,,expansion opportunity,enterprise,72,2024-04-04 17:34:00,referral,true
CUST-002256-9275,"Apr 24, 2024",US,3547.92,58.5,tom2256@biz.dev,champion in finance team,enterprise,42,2025-04-19 12:12:00,paid,false
CUST-002257-8814,2023-07-01,PL,3995.84,62.7,,renewal at risk,trial,58,2023-11-11 22:39:00,organic,true
CUST-002258-8692,"Oct 27, 2024",US,1028.38,70.8,,needs onboarding call,trial,40,2025-12-09 04:43:00,paid,true
CUST-002259-8698,"Jul 21, 2024",UA,4445.26,71.2,lena2259@biz.dev,renewal at risk,trial,46,2024-08-14 23:28:00,paid,true
CUST-002260-6337,01/08/2024,PL,2780.63,68.5,,follow up next quarter,enterprise,45,2025-09-16 11:58:00,email,true
CUST-002261-4411,"Feb 05, 2024",PL,4137.02,71.1,,needs onboarding call,free,33,2024-09-20 11:01:00,paid,true
CUST-002262-2493,"Aug 28, 2024",US,4723.39,78.9,alex2262@corp.io,renewal at risk,enterprise,41,2025-10-20 12:18:00,paid,true
CUST-002263-4813,01/04/2023,DE,3137.73,76.7,,follow up next quarter,pro,53,2023-04-13 16:01:00,organic,true
CUST-002264-2011,23/11/2024,DE,4042.87,63.4,,renewal at risk,free,29,2026-02-08 02:18:00,email,true
CUST-002265-6800,13/04/2023,DE,824.24,63.6,,champion in finance team,trial,36,2023-07-05 22:09:00,referral,false
CUST-002266-6632,12/01/2024,PL,1858.78,68.7,,follow up next quarter,free,72,2024-08-27 07:13:00,email,true
CUST-002267-9152,"Mar 08, 2024",UA,1062.50,72.8,,champion in finance team,trial,63,2024-07-09 14:34:00,email,true
CUST-002268-5526,20/03/2023,DE,4192.03,56.1,kasia2268@biz.dev,champion in finance team,enterprise,39,2023-11-06 15:11:00,email,false
CUST-002269-5492,24/04/2023,POL,1643.84,68.7,,high-value lead,enterprise,60,2024-02-21 20:13:00,social,true
CUST-002270-7303,"Jul 02, 2023",PL,3068.67,70.3,maria2270@example.com,champion in finance team,enterprise,31,2023-12-02 04:24:00,paid,true
CUST-002271-7857,05/12/2024,US,736.41,79.3,,champion in finance team,trial,65,2024-12-16 03:11:00,social,false
CUST-002272-4628,21/01/2023,DE,2570.80,64.2,tom2272@mail.test,renewal at risk,pro,47,2023-10-25 22:53:00,paid,true
CUST-002273-5695,2024-07-19,UA,3106.89,52.7,,champion in finance team,free,34,2025-10-31 17:32:00,social,false
CUST-002274-7187,2023-01-28,DE,262.87,61.8,,high-value lead,trial,51,2023-09-08 17:43:00,paid,true
CUST-002275-4040,22/12/2024,DE,929.25,62.6,,expansion opportunity,pro,71,2026-01-01 11:17:00,referral,true
CUST-002276-6248,18/09/2023,DE,2998.73,89.4,,expansion opportunity,free,67,2024-03-19 05:56:00,paid,true
CUST-002277-6735,06/07/2024,UA,4931.00,77.6,,renewal at risk,trial,29,2025-07-08 22:17:00,email,true
CUST-002278-3776,2024-06-18,DE,3382.96,67.7,,follow up next quarter,free,27,2025-09-09 19:00:00,email,true
CUST-002279-4333,2023-03-10,US,2312.10,82.4,anna2279@example.com,renewal at risk,free,66,2024-09-25 14:12:00,referral,false
CUST-002280-5589,11/12/2023,US,1346.81,56.4,,champion in finance team,trial,39,2024-10-13 17:04:00,referral,true
CUST-002281-2712,07/11/2023,DE,2551.86,69.2,,renewal at risk,free,36,2024-06-13 10:32:00,paid,true
CUST-002282-9657,11/12/2023,UA,4760.00,54.8,,needs onboarding call,pro,31,2025-06-05 10:57:00,referral,true
CUST-002283-4670,2024-08-07,PL,2455.48,69.6,lena2283@biz.dev,follow up next quarter,enterprise,75,2024-10-22 10:32:00,paid,true
CUST-002284-3893,25/11/2023,US,538.48,61.5,kasia2284@example.com,champion in finance team,enterprise,75,2025-03-29 04:54:00,social,true
CUST-002285-1314,2024-08-17,US,3803.25,72.0,,champion in finance team,enterprise,47,2024-12-29 18:41:00,email,true
CUST-002286-5862,"Sep 03, 2023",UA,1854.44,65.6,,high-value lead,free,71,2023-09-08 09:41:00,referral,true
CUST-002287-2840,"Apr 09, 2024",Poland,2299.21,62.0,,champion in finance team,enterprise,44,2024-12-09 15:54:00,organic,false
CUST-002288-7612,19/09/2023,US,2629.48,76.9,,follow up next quarter,trial,34,2024-11-15 21:56:00,paid,false
CUST-002289-8793,15/10/2024,UA,2699.76,61.7,,champion in finance team,trial,72,2025-07-16 07:57:00,paid,false
CUST-002290-4892,2024-11-19,PL,4538.98,73.8,kasia2290@biz.dev,high-value lead,free,18,2026-07-12 10:22:00,organic,true
CUST-002291-4508,18/12/2024,UA,2998.14,75.1,,follow up next quarter,enterprise,66,2026-05-12 07:33:00,social,true
CUST-002292-5740,"May 27, 2024",PL,2854.33,74.3,anna2292@corp.io,renewal at risk,enterprise,67,2025-04-26 21:30:00,referral,true
CUST-002293-1472,22/12/2023,PL,3958.62,77.4,,renewal at risk,enterprise,41,2025-07-31 04:53:00,organic,true
CUST-002294-9714,"Oct 31, 2024",PL,3481.90,79.1,,needs onboarding call,pro,35,2025-12-01 02:37:00,paid,true
CUST-002295-2072,"Sep 20, 2023",DE,3628.24,66.9,,high-value lead,trial,30,2025-04-09 15:26:00,referral,true
CUST-002296-8750,2024-12-13,DE,3279.15,73.2,,follow up next quarter,enterprise,47,2024-12-30 09:07:00,organic,true
CUST-002297-6886,18/11/2023,DE,2763.86,75.5,,expansion opportunity,trial,21,2025-06-29 23:34:00,organic,true
CUST-002298-5723,2024-11-16,DE,740.73,62.8,,champion in finance team,trial,52,2026-02-11 06:10:00,organic,true
CUST-002299-8333,2024-11-24,US,3051.66,57.0,,renewal at risk,pro,75,2025-01-27 08:37:00,social,true
CUST-002300-3519,27/02/2024,UA,3812.36,78.7,,needs onboarding call,free,51,2025-05-20 16:59:00,social,true
CUST-002301-5391,2023-04-15,POL,2436.72,67.0,,follow up next quarter,trial,23,2023-08-01 14:37:00,paid,false
CUST-002302-6624,2024-08-24,pl ,2183.78,70.4,,follow up next quarter,free,71,2025-07-10 20:12:00,organic,true
CUST-002303-2934,2023-09-21,US,4510.65,63.1,alex2303@corp.io,expansion opportunity,pro,31,2025-04-02 07:53:00,paid,false
CUST-002304-8202,"Feb 19, 2023",US,2640.88,69.8,kasia2304@biz.dev,renewal at risk,pro,64,2023-10-26 02:30:00,email,false
CUST-002305-8460,2023-10-26,PL,501.73,57.2,ivan2305@mail.test,follow up next quarter,trial,65,2025-03-28 14:40:00,social,true
CUST-002306-1437,19/08/2024,DE,3562.71,78.4,,high-value lead,pro,69,2025-03-24 17:06:00,email,true
CUST-002307-1220,2024-03-02,UA,1686.19,78.5,,renewal at risk,trial,54,2024-08-08 14:18:00,paid,true
CUST-002308-1889,10/04/2024,US,4355.03,82.1,,follow up next quarter,trial,74,2024-11-13 14:29:00,social,true
CUST-002309-3124,2024-02-23,UA,1354.07,61.1,,follow up next quarter,pro,46,2024-03-23 05:51:00,email,true
CUST-002310-1311,28/04/2024,US,4569.74,64.3,,champion in finance team,trial,68,2025-10-28 06:19:00,referral,true
CUST-002311-4261,16/12/2024,PL,1998.48,68.8,,follow up next quarter,free,62,2025-03-03 06:40:00,referral,true
CUST-002312-8483,"Dec 22, 2024",UA,1337.52,52.9,,follow up next quarter,pro,72,2025-05-29 01:45:00,paid,true
CUST-002313-2049,2023-06-05,US,330.96,71.7,,expansion opportunity,enterprise,47,2023-12-31 06:01:00,social,true
CUST-002314-2515,2023-07-05,PL,3948.21,66.2,alex2314@biz.dev,renewal at risk,trial,51,2024-06-28 10:43:00,social,false
CUST-002315-4464,2023-09-01,PL,1065.11,77.5,piotr2315@biz.dev,follow up next quarter,pro,60,2024-08-19 08:58:00,paid,false
CUST-002316-3618,"Mar 28, 2023",UA,2730.81,79.8,tom2316@corp.io,follow up next quarter,trial,50,2023-06-14 17:19:00,referral,true
CUST-002317-9704,"Feb 24, 2023",US,4649.84,67.1,,needs onboarding call,trial,69,2024-08-10 07:54:00,paid,false
CUST-002318-5456,2023-12-09,DE,2759.03,68.6,,needs onboarding call,trial,70,2024-02-10 16:31:00,email,false
CUST-002319-9135,"Aug 19, 2023",UA,4894.04,66.5,,high-value lead,pro,21,2024-01-08 02:42:00,paid,true
CUST-002320-7230,24/05/2024,UA,115.08,63.3,,renewal at risk,trial,45,2025-09-14 05:38:00,referral,false
CUST-002321-7162,2023-03-29,DE,159.59,77.1,,follow up next quarter,free,22,2024-02-12 14:54:00,referral,true
CUST-002322-3905,19/11/2024,PL,445.77,74.5,lena2322@mail.test,expansion opportunity,enterprise,25,2025-02-12 19:42:00,email,true
CUST-002323-5300,"Dec 18, 2023",DE,2009.69,68.2,,needs onboarding call,enterprise,23,2025-01-24 17:33:00,referral,true
CUST-002324-2758,2024-06-23,PL,1427.64,76.7,,high-value lead,trial,25,2024-07-29 06:42:00,referral,true
CUST-002325-7787,2023-07-03,UA,4133.20,58.9,,follow up next quarter,enterprise,56,2023-11-23 13:32:00,referral,true
CUST-002326-9235,2024-09-11,US,4991.12,69.5,,high-value lead,enterprise,49,2025-02-28 01:32:00,email,false
CUST-002327-5181,11/07/2024,PL,2234.54,63.9,,high-value lead,enterprise,23,2025-08-23 13:14:00,social,true
CUST-002328-3567,2023-07-26,US,3511.46,72.0,,high-value lead,pro,26,2024-05-11 06:00:00,referral,true
CUST-002329-2548,27/03/2023,PL,2305.51,66.8,ivan2329@corp.io,champion in finance team,trial,20,2024-02-27 10:58:00,email,true
CUST-002330-7253,"Dec 27, 2023",PL,741.77,69.4,,renewal at risk,free,64,2025-06-16 14:52:00,organic,true
CUST-002331-3520,"Nov 30, 2024",PL,3247.37,68.4,,needs onboarding call,free,18,2025-09-15 15:06:00,social,true
CUST-002332-7447,2024-06-03,US,91.55,77.0,,renewal at risk,enterprise,75,2025-06-05 05:12:00,social,false
CUST-002333-3399,02/12/2024,PL,877.86,68.5,alex2333@biz.dev,renewal at risk,enterprise,60,2025-02-13 00:37:00,email,true
CUST-002334-4772,17/08/2024,UA,,84.4,,high-value lead,enterprise,39,2025-01-28 11:04:00,social,true
CUST-002335-2052,2023-01-28,PL,2412.30,65.1,,needs onboarding call,free,53,2023-11-01 23:32:00,referral,true
CUST-002336-1138,"Sep 08, 2024",Poland,1237.31,78.3,,expansion opportunity,pro,47,2025-06-04 07:59:00,organic,true
CUST-002337-7348,"Jan 19, 2023",UA,3564.98,65.5,maria2337@mail.test,champion in finance team,enterprise,59,2023-10-24 18:32:00,email,false
CUST-002338-8510,"Jul 22, 2023",US,2053.02,67.8,kasia2338@example.com,high-value lead,trial,26,2024-11-13 13:44:00,paid,true
CUST-002339-5442,"Nov 12, 2024",DE,4405.02,63.7,,high-value lead,trial,30,2025-03-04 01:12:00,email,true
CUST-002340-8304,2023-04-18,DE,1086.07,72.5,tom2340@example.com,high-value lead,free,57,2023-10-19 01:50:00,organic,true
CUST-002341-9789,2023-04-30,PL,583.12,66.6,,high-value lead,trial,34,2023-05-10 03:02:00,social,false
CUST-002342-2752,08/04/2023,PL,453.96,77.0,,needs onboarding call,enterprise,40,2023-06-28 15:34:00,referral,true
CUST-002343-9585,2024-06-12,US,3239.94,61.5,,renewal at risk,free,71,2026-01-14 23:19:00,paid,true
CUST-002344-6628,27/01/2024,PL,2091.12,82.8,ivan2344@mail.test,renewal at risk,free,62,2024-03-25 15:18:00,organic,true
CUST-002345-8910,18/05/2023,PL,3700.75,65.7,,high-value lead,pro,20,2024-06-17 06:21:00,paid,true
CUST-002346-7771,01/03/2023,US,3138.27,69.4,,expansion opportunity,free,48,2024-04-07 13:02:00,email,true
CUST-002347-9904,2024-07-03,US,3766.79,74.0,,renewal at risk,free,29,2024-11-13 07:02:00,email,false
CUST-002348-6140,"Jul 17, 2024",UA,1582.27,64.1,,champion in finance team,free,55,2025-01-01 18:46:00,paid,true
CUST-002349-9270,06/07/2024,DE,2359.44,69.1,,high-value lead,free,69,2024-10-19 16:19:00,referral,true
CUST-002350-9796,31/12/2024,US,2458.85,70.7,alex2350@mail.test,needs onboarding call,free,56,2026-05-23 10:26:00,paid,true
CUST-002351-1569,2023-01-29,DE,2116.36,82.3,,champion in finance team,enterprise,56,2024-08-13 04:57:00,social,true
CUST-002352-1965,14/12/2024,DE,3952.34,59.2,,renewal at risk,enterprise,59,2026-03-17 11:49:00,organic,true
CUST-002353-1221,2024-09-20,PL,288.18,56.7,,follow up next quarter,free,59,2026-03-12 17:51:00,email,false
CUST-002354-6532,26/09/2024,DE,1197.33,65.0,,needs onboarding call,enterprise,32,2024-12-05 07:07:00,email,true
CUST-002355-2581,"Mar 15, 2023",UA,1068.43,76.9,,follow up next quarter,enterprise,44,2024-01-11 13:50:00,organic,false
CUST-002356-4980,29/08/2023,DE,1224.07,60.3,,high-value lead,enterprise,56,2024-03-22 21:43:00,organic,false
CUST-002357-2131,17/07/2023,PL,4793.31,74.4,,renewal at risk,free,20,2025-02-01 17:23:00,organic,true
CUST-002358-9073,"Jun 11, 2024",DE,1945.97,79.6,,champion in finance team,pro,62,2024-11-19 13:02:00,organic,false
CUST-002359-7692,"Oct 05, 2024",UA,618.58,60.7,,follow up next quarter,pro,19,2025-10-07 20:36:00,social,true
CUST-002360-5041,2024-06-04,UA,4784.66,74.0,,needs onboarding call,free,72,2025-01-17 17:23:00,organic,true
CUST-002361-1574,03/11/2024,PL,4230.64,67.3,,follow up next quarter,enterprise,19,2026-05-06 09:23:00,social,false
CUST-002362-6076,02/09/2024,PL,4873.27,77.5,maria2362@corp.io,high-value lead,trial,47,2025-03-12 22:01:00,paid,true
CUST-002363-9072,"Apr 06, 2023",US,4819.42,65.9,,follow up next quarter,enterprise,31,2023-11-20 23:40:00,organic,false
